"internal_taxon_name","GL_estimate","Source"
"Hyalinobatrachium munozorum",3.3,"Mancini et al. (2025, Ecography)"
"Hyalinobatrachium orientale",3.4,"Mancini et al. (2025, Ecography)"
"Teratohyla pulverata",3.6,"Mancini et al. (2025, Ecography)"
"Hyalinobatrachium valerioi",3.5,"Mancini et al. (2025, Ecography)"
"Hyloxalus elachyhistus",3.6,"Mancini et al. (2025, Ecography)"
"Dendrobates auratus",3.7,"Mancini et al. (2025, Ecography)"
"Oophaga granulifera",3.4,"Mancini et al. (2025, Ecography)"
"Oophaga pumilio",3.3,"Mancini et al. (2025, Ecography)"
"Phyllobates lugubris",3.4,"Mancini et al. (2025, Ecography)"
"Cruziohyla calcarifer",4.5,"Mancini et al. (2025, Ecography)"
"Agalychnis callidryas",4.2,"Mancini et al. (2025, Ecography)"
"Agalychnis spurrelli",4.5,"Mancini et al. (2025, Ecography)"
"Ecnomiohyla fimbrimembra",4.4,"Mancini et al. (2025, Ecography)"
"Hyloscirtus palmeri",3.3,"Mancini et al. (2025, Ecography)"
"Isthmohyla rivularis",3.9,"Mancini et al. (2025, Ecography)"
"Isthmohyla zeteki",3.9,"Mancini et al. (2025, Ecography)"
"Osteopilus crucialis",4.5,"Mancini et al. (2025, Ecography)"
"Osteopilus marianae",3.5,"Mancini et al. (2025, Ecography)"
"Osteopilus septentrionalis",4.9,"Mancini et al. (2025, Ecography)"
"Osteopilus wilderi",3.3,"Mancini et al. (2025, Ecography)"
"Smilisca sila",3.8,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus abbotti",2.9,"Mancini et al. (2025, Ecography)"
"Pristimantis altae",3.1,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus amadeus",3,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus amplinympha",3.4,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus andrewsi",3.1,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus angustidigitorum",3.1,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus antillensis",3.2,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus apostates",3.2,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus audanti",3.1,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus auriculatoides",3.3,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus barlagnei",3.1,"Mancini et al. (2025, Ecography)"
"Craugastor bransfordii",3,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus brevirostris",3.1,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus caribe",2.8,"Mancini et al. (2025, Ecography)"
"Pristimantis caryophyllaceus",3,"Mancini et al. (2025, Ecography)"
"Pristimantis cerasinus",3.1,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus chlorophenax",3.9,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus cochranae",2.8,"Mancini et al. (2025, Ecography)"
"Craugastor coffeus",3.3,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus coqui",3.5,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus corona",3,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus counouspeus",3.3,"Mancini et al. (2025, Ecography)"
"Craugastor crassidigitus",3.4,"Mancini et al. (2025, Ecography)"
"Oreobates cruralis",3.1,"Mancini et al. (2025, Ecography)"
"Diasporus diastema",2.9,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus dolomedes",3,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus eunaster",3,"Mancini et al. (2025, Ecography)"
"Pristimantis euphronides",3.1,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus flavescens",3.1,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus fowleri",3.6,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus furcyensis",3.4,"Mancini et al. (2025, Ecography)"
"Pristimantis gaigei",3.3,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus glandulifer",3.4,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus glaphycompus",3.2,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus glaucoreius",3.2,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus gossei",3,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus grabhami",3,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus grahami",2.8,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus griphus",2.7,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus haitianus",3.2,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus heminota",3,"Mancini et al. (2025, Ecography)"
"Craugastor hobartsmithi",3.1,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus hypostenor",3.6,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus inoptatus",3.8,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus jamaicensis",3,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus johnstonei",3.2,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus jugans",3.4,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus lamprotes",3.1,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus lentus",3,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus leoncei",3.3,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus luteolus",2.8,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus martinicensis",3.3,"Mancini et al. (2025, Ecography)"
"Pristimantis medemi",3.2,"Mancini et al. (2025, Ecography)"
"Craugastor megacephalus",3.5,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus minutus",3,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus montanus",3.6,"Mancini et al. (2025, Ecography)"
"Pristimantis moro",3,"Mancini et al. (2025, Ecography)"
"Craugastor noblei",3.4,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus nortoni",3.7,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus nubicola",3.5,"Mancini et al. (2025, Ecography)"
"Craugastor occidentalis",3.1,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus oxyrhyncus",3.3,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus pallidus",2.8,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus pantoni",3.2,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus parabates",3.2,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus parapelates",3.5,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus patriciae",3.6,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus paulsoni",2.9,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus pentasyringos",3.3,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus pictissimus",3,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus pinchoni",2.8,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus pituinus",3.3,"Mancini et al. (2025, Ecography)"
"Craugastor podiciferus",3.4,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus poolei",3.1,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus probolaeus",2.9,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus rhodesi",3,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus rufifemoralis",2.9,"Mancini et al. (2025, Ecography)"
"Craugastor rugosus",3.5,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus ruthae",3.4,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus schwartzi",3,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus sciagraphus",2.9,"Mancini et al. (2025, Ecography)"
"Pristimantis shrevei",3.1,"Mancini et al. (2025, Ecography)"
"Pristimantis taeniatus",3,"Mancini et al. (2025, Ecography)"
"Craugastor taurus",3.5,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus ventrilineatus",3.4,"Mancini et al. (2025, Ecography)"
"Diasporus vocator",2.8,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus warreni",2.9,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus weinlandi",2.9,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus wetmorei",3.2,"Mancini et al. (2025, Ecography)"
"Oreobates saxatilis",3.5,"Mancini et al. (2025, Ecography)"
"Psychrophrynella usurpator",3.5,"Mancini et al. (2025, Ecography)"
"Noblella lochites",3,"Mancini et al. (2025, Ecography)"
"Telmatobius brevipes",5,"Mancini et al. (2025, Ecography)"
"Telmatobius carrillae",5.4,"Mancini et al. (2025, Ecography)"
"Telmatobius degener",4.9,"Mancini et al. (2025, Ecography)"
"Telmatobius ignavus",5.1,"Mancini et al. (2025, Ecography)"
"Telmatobius latirostris",5.3,"Mancini et al. (2025, Ecography)"
"Telmatobius necopinus",5.4,"Mancini et al. (2025, Ecography)"
"Telmatobius thompsoni",5.5,"Mancini et al. (2025, Ecography)"
"Telmatobius truebae",5,"Mancini et al. (2025, Ecography)"
"Leptobrachium banae",4.3,"Mancini et al. (2025, Ecography)"
"Petropedetes johnstoni",3.8,"Mancini et al. (2025, Ecography)"
"Phrynobatrachus acridoides",3.3,"Mancini et al. (2025, Ecography)"
"Phrynobatrachus elberti",3.6,"Mancini et al. (2025, Ecography)"
"Phrynobatrachus mababiensis",3.1,"Mancini et al. (2025, Ecography)"
"Phrynobatrachus natalensis",3.5,"Mancini et al. (2025, Ecography)"
"Phrynobatrachus uzungwensis",3.4,"Mancini et al. (2025, Ecography)"
"Limnonectes microdiscus",4.2,"Mancini et al. (2025, Ecography)"
"Pterorana khare",4,"Mancini et al. (2025, Ecography)"
"Bolitoglossa colonnea",3.1,"Mancini et al. (2025, Ecography)"
"Bolitoglossa lignicolor",3.3,"Mancini et al. (2025, Ecography)"
"Bolitoglossa peruviana",2.9,"Mancini et al. (2025, Ecography)"
"Bolitoglossa striatula",3.1,"Mancini et al. (2025, Ecography)"
"Oedipina savagei",2.9,"Mancini et al. (2025, Ecography)"
"Oedipina uniformis",3.3,"Mancini et al. (2025, Ecography)"
"Melanophryniscus krauczuki",3.2,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus cavernicola",3.1,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus fuscus",3.1,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus junori",3,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus semipalmatus",3.1,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus sisyphodemus",2.7,"Mancini et al. (2025, Ecography)"
"Bokermannohyla izecksohni",3.7,"Mancini et al. (2025, Ecography)"
"Bokermannohyla langei",4.2,"Mancini et al. (2025, Ecography)"
"Mertensiella caucasica",5,"Mancini et al. (2025, Ecography)"
"Bokermannohyla itapoty",3.9,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus michaelschmidi",3.3,"Mancini et al. (2025, Ecography)"
"Bokermannohyla oxente",3.8,"Mancini et al. (2025, Ecography)"
"Pseudis platensis",3.9,"Mancini et al. (2025, Ecography)"
"Rhinella alata",3.8,"Mancini et al. (2025, Ecography)"
"Rhinella veredas",4.3,"Mancini et al. (2025, Ecography)"
"Pelophylax caralitanus",6.6,"Mancini et al. (2025, Ecography)"
"Frostius erythrophthalmus",3.2,"Mancini et al. (2025, Ecography)"
"Hyloxalus maculosus",3.6,"Mancini et al. (2025, Ecography)"
"Bokermannohyla vulcaniae",4,"Mancini et al. (2025, Ecography)"
"Scinax cabralensis",3.3,"Mancini et al. (2025, Ecography)"
"Scinax camposseabrai",3.5,"Mancini et al. (2025, Ecography)"
"Rhinella cerradensis",4.7,"Mancini et al. (2025, Ecography)"
"Rhinella magnussoni",3.7,"Mancini et al. (2025, Ecography)"
"Rhinella hoogmoedi",4.2,"Mancini et al. (2025, Ecography)"
"Sphaenorhynchus caramaschii",3.5,"Mancini et al. (2025, Ecography)"
"Dendrophryniscus krausae",3.4,"Mancini et al. (2025, Ecography)"
"Phasmahyla spectabilis",3.9,"Mancini et al. (2025, Ecography)"
"Phasmahyla timbo",3.6,"Mancini et al. (2025, Ecography)"
"Pristimantis altamnis",3,"Mancini et al. (2025, Ecography)"
"Pristimantis kichwarum",3,"Mancini et al. (2025, Ecography)"
"Trachycephalus dibernardoi",4.3,"Mancini et al. (2025, Ecography)"
"Melanophryniscus alipioi",3.3,"Mancini et al. (2025, Ecography)"
"Holoaden pholeter",3.6,"Mancini et al. (2025, Ecography)"
"Pedostibes tuberculosus",3.5,"Mancini et al. (2025, Ecography)"
"Plethodon shenandoah",4.2,"Mancini et al. (2025, Ecography)"
"Plethodon hubrichti",4.1,"Mancini et al. (2025, Ecography)"
"Sphaenorhynchus mirim",2.7,"Mancini et al. (2025, Ecography)"
"Xanthophryne tigerina",3.4,"Mancini et al. (2025, Ecography)"
"Scinax tigrinus",3.3,"Mancini et al. (2025, Ecography)"
"Ranodon sibiricus",7,"Mancini et al. (2025, Ecography)"
"Triturus cristatus",6.2,"Mancini et al. (2025, Ecography)"
"Melanophryniscus moreirae",3.4,"Mancini et al. (2025, Ecography)"
"Batrachoseps stebbinsi",3.8,"Mancini et al. (2025, Ecography)"
"Osteocephalus oophagus",3.8,"Mancini et al. (2025, Ecography)"
"Xenohyla eugenioi",3.8,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus tonyi",2.8,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus casparii",2.8,"Mancini et al. (2025, Ecography)"
"Eleutherodactylus goini",3.2,"Mancini et al. (2025, Ecography)"
"Eurycea rathbuni",5.6,"Mancini et al. (2025, Ecography)"
"Bufo verrucosissimus",7.5,"Mancini et al. (2025, Ecography)"
"Ghatophryne ornata",3.5,"Mancini et al. (2025, Ecography)"
"Ghatophryne rubigina",3.7,"Mancini et al. (2025, Ecography)"
"Rhinella beebei",4.3,"Mancini et al. (2025, Ecography)"
"Ingerophrynus biporcatus",4.1,"Mancini et al. (2025, Ecography)"
"Rhaebo blombergi",4.4,"Mancini et al. (2025, Ecography)"
"Rhinella arenarum",5,"Mancini et al. (2025, Ecography)"
"Peltophryne cataulaciceps",3.1,"Mancini et al. (2025, Ecography)"
"Xanthophryne koynayensis",3.4,"Mancini et al. (2025, Ecography)"
"Duttaphrynus crocus",3.9,"Mancini et al. (2025, Ecography)"
"Peltophryne empusa",3.9,"Mancini et al. (2025, Ecography)"
"Rhinella icterica",5.3,"Mancini et al. (2025, Ecography)"
"Peltophryne taladai",4.5,"Mancini et al. (2025, Ecography)"
"Rhinella ocellata",3.7,"Mancini et al. (2025, Ecography)"
"Duttaphrynus parietalis",4.3,"Mancini et al. (2025, Ecography)"
"Peltophryne peltocephala",4.7,"Mancini et al. (2025, Ecography)"
"Rhinella proboscidea",3.7,"Mancini et al. (2025, Ecography)"
"Rhinella pygmaea",3.7,"Mancini et al. (2025, Ecography)"
"Strauchbufo raddei",6.2,"Mancini et al. (2025, Ecography)"
"Rhinella roqueana",4.1,"Mancini et al. (2025, Ecography)"
"Rhinella rubescens",4.3,"Mancini et al. (2025, Ecography)"
"Duttaphrynus stomaticus",4.1,"Mancini et al. (2025, Ecography)"
"Duttaphrynus stuarti",4.7,"Mancini et al. (2025, Ecography)"
"Dendrophryniscus berthalutzae",3.3,"Mancini et al. (2025, Ecography)"
"Amazophrynella bokermanni",3.9,"Mancini et al. (2025, Ecography)"
"Dendrophryniscus carvalhoi",3.1,"Mancini et al. (2025, Ecography)"
"Dendrophryniscus leucomystax",3.2,"Mancini et al. (2025, Ecography)"
"Dendrophryniscus stawiarskyi",3.3,"Mancini et al. (2025, Ecography)"
"Frostius pernambucensis",3,"Mancini et al. (2025, Ecography)"
"Melanophryniscus atroluteus",3.4,"Mancini et al. (2025, Ecography)"
"Melanophryniscus cambaraensis",3.7,"Mancini et al. (2025, Ecography)"
"Melanophryniscus devincenzii",3.4,"Mancini et al. (2025, Ecography)"
"Melanophryniscus dorsalis",3.3,"Mancini et al. (2025, Ecography)"
"Melanophryniscus fulvoguttatus",3.2,"Mancini et al. (2025, Ecography)"
"Melanophryniscus klappenbachi",3.3,"Mancini et al. (2025, Ecography)"
"Melanophryniscus macrogranulosus",3.5,"Mancini et al. (2025, Ecography)"
"Melanophryniscus montevidensis",3.6,"Mancini et al. (2025, Ecography)"
"Melanophryniscus sanmartini",3.4,"Mancini et al. (2025, Ecography)"
"Melanophryniscus simplex",3.5,"Mancini et al. (2025, Ecography)"
"Melanophryniscus spectabilis",3.5,"Mancini et al. (2025, Ecography)"
"Melanophryniscus stelzneri",3.5,"Mancini et al. (2025, Ecography)"
"Melanophryniscus tumifrons",3.5,"Mancini et al. (2025, Ecography)"
"Leucostethus fugax",3.7,"Mancini et al. (2025, Ecography)"
"Hyloxalus fuliginosus",3.9,"Mancini et al. (2025, Ecography)"
"Hyloxalus infraguttatus",3.4,"Mancini et al. (2025, Ecography)"
"Hyloxalus cevallosi",3.3,"Mancini et al. (2025, Ecography)"
"Hyloxalus toachi",3.3,"Mancini et al. (2025, Ecography)"
"Ranitomeya amazonica",3.1,"Mancini et al. (2025, Ecography)"
"Adelphobates castaneoticus",3.3,"Mancini et al. (2025, Ecography)"
"Adelphobates galactonotus",3.6,"Mancini et al. (2025, Ecography)"
"Hyloxalus mystax",3.5,"Mancini et al. (2025, Ecography)"
"Dendrobates leucomelas",3.8,"Mancini et al. (2025, Ecography)"
"Adelphobates quinquevittatus",3.2,"Mancini et al. (2025, Ecography)"
"Hyloxalus sauli",3.5,"Mancini et al. (2025, Ecography)"
"Hyloxalus shuar",3.8,"Mancini et al. (2025, Ecography)"
"Hyloxalus vertebralis",3.8,"Mancini et al. (2025, Ecography)"
"Dendrobates tinctorius",3.8,"Mancini et al. (2025, Ecography)"
"Ranitomeya variabilis",3.1,"Mancini et al. (2025, Ecography)"
"Ameerega braccata",3.2,"Mancini et al. (2025, Ecography)"
"Ameerega trivittata",3.9,"Mancini et al. (2025, Ecography)"
"Aplastodiscus cochranae",3.9,"Mancini et al. (2025, Ecography)"
"Corythomantis greeningi",4.1,"Mancini et al. (2025, Ecography)"
"Bokermannohyla alvarengai",4.8,"Mancini et al. (2025, Ecography)"
"Dendropsophus anataliasiasi",3.1,"Mancini et al. (2025, Ecography)"
"Dendropsophus araguaya",2.7,"Mancini et al. (2025, Ecography)"
"Aplastodiscus arildae",3.6,"Mancini et al. (2025, Ecography)"
"Aplastodiscus albofrenatus",3.7,"Mancini et al. (2025, Ecography)"
"Bokermannohyla astartea",3.7,"Mancini et al. (2025, Ecography)"
"Dendropsophus decipiens",3.3,"Mancini et al. (2025, Ecography)"
"Dendropsophus berthalutzae",3.4,"Mancini et al. (2025, Ecography)"
"Dendropsophus bipunctatus",3.3,"Mancini et al. (2025, Ecography)"
"Aplastodiscus flumineus",3.9,"Mancini et al. (2025, Ecography)"
"Dendropsophus gaucheri",2.6,"Mancini et al. (2025, Ecography)"
"Dendropsophus giesleri",3.6,"Mancini et al. (2025, Ecography)"
"Dendropsophus branneri",3.3,"Mancini et al. (2025, Ecography)"
"Bokermannohyla gouveai",4,"Mancini et al. (2025, Ecography)"
"Dendropsophus cachimbo",3.1,"Mancini et al. (2025, Ecography)"
"Dendropsophus carnifex",3.6,"Mancini et al. (2025, Ecography)"
"Bokermannohyla carvalhoi",3.9,"Mancini et al. (2025, Ecography)"
"Aplastodiscus cavicola",3.4,"Mancini et al. (2025, Ecography)"
"Dendropsophus cruzi",2.8,"Mancini et al. (2025, Ecography)"
"Dendropsophus dutrai",3.4,"Mancini et al. (2025, Ecography)"
"Aplastodiscus ehrhardti",3.6,"Mancini et al. (2025, Ecography)"
"Dendropsophus elegans",3.5,"Mancini et al. (2025, Ecography)"
"Dendropsophus elianeae",2.9,"Mancini et al. (2025, Ecography)"
"Dendropsophus meridianus",3,"Mancini et al. (2025, Ecography)"
"Dendropsophus haraldschultzi",3.2,"Mancini et al. (2025, Ecography)"
"Dendropsophus microcephalus",3.5,"Mancini et al. (2025, Ecography)"
"Dendropsophus microps",3.5,"Mancini et al. (2025, Ecography)"
"Osteocephalus helenae",3,"Mancini et al. (2025, Ecography)"
"Aplastodiscus musicus",4,"Mancini et al. (2025, Ecography)"
"Dendropsophus nahdereri",3.8,"Mancini et al. (2025, Ecography)"
"Dendropsophus nanus",3.1,"Mancini et al. (2025, Ecography)"
"Aplastodiscus ibirapitanga",3.5,"Mancini et al. (2025, Ecography)"
"Bokermannohyla ibitiguara",3.8,"Mancini et al. (2025, Ecography)"
"Dendropsophus novaisi",3.4,"Mancini et al. (2025, Ecography)"
"Bokermannohyla ibitipoca",3.6,"Mancini et al. (2025, Ecography)"
"Dendropsophus jimi",2.9,"Mancini et al. (2025, Ecography)"
"Dendropsophus joannae",2.7,"Mancini et al. (2025, Ecography)"
"Dendropsophus pauiniensis",3.1,"Mancini et al. (2025, Ecography)"
"Dendropsophus koechlini",3.3,"Mancini et al. (2025, Ecography)"
"Dendropsophus leali",3.2,"Mancini et al. (2025, Ecography)"
"Aplastodiscus leucopygius",3.8,"Mancini et al. (2025, Ecography)"
"Dendropsophus limai",2.9,"Mancini et al. (2025, Ecography)"
"Bokermannohyla lucianae",3.5,"Mancini et al. (2025, Ecography)"
"Bokermannohyla luctuosa",4.2,"Mancini et al. (2025, Ecography)"
"Dendropsophus marmoratus",3.7,"Mancini et al. (2025, Ecography)"
"Dendropsophus melanargyreus",3.4,"Mancini et al. (2025, Ecography)"
"Dendropsophus minusculus",3.1,"Mancini et al. (2025, Ecography)"
"Dendropsophus miyatai",3.2,"Mancini et al. (2025, Ecography)"
"Dendropsophus soaresi",3.4,"Mancini et al. (2025, Ecography)"
"Dendropsophus tintinnabulum",2.7,"Mancini et al. (2025, Ecography)"
"Dendropsophus pseudomeridianus",3,"Mancini et al. (2025, Ecography)"
"Dendropsophus walfordi",3,"Mancini et al. (2025, Ecography)"
"Dendropsophus rhea",3,"Mancini et al. (2025, Ecography)"
"Dendropsophus rhodopeplus",3.3,"Mancini et al. (2025, Ecography)"
"Aplastodiscus weygoldti",3.6,"Mancini et al. (2025, Ecography)"
"Dendropsophus xapuriensis",2.7,"Mancini et al. (2025, Ecography)"
"Dendropsophus rossalleni",3.4,"Mancini et al. (2025, Ecography)"
"Dendropsophus rubicundulus",3.2,"Mancini et al. (2025, Ecography)"
"Dendropsophus ruschii",3.5,"Mancini et al. (2025, Ecography)"
"Dendropsophus sanborni",3.3,"Mancini et al. (2025, Ecography)"
"Dendropsophus sarayacuensis",3.7,"Mancini et al. (2025, Ecography)"
"Bokermannohyla saxicola",3.9,"Mancini et al. (2025, Ecography)"
"Bokermannohyla sazimai",3.4,"Mancini et al. (2025, Ecography)"
"Dendropsophus seniculus",3.4,"Mancini et al. (2025, Ecography)"
"Aplastodiscus sibilatus",3.4,"Mancini et al. (2025, Ecography)"
"Dendropsophus studerae",3.1,"Mancini et al. (2025, Ecography)"
"Osteocephalus cabrerai",3.9,"Mancini et al. (2025, Ecography)"
"Itapotihyla langsdorffii",4.5,"Mancini et al. (2025, Ecography)"
"Osteocephalus leprieurii",4,"Mancini et al. (2025, Ecography)"
"Lysapsus laevis",3.2,"Mancini et al. (2025, Ecography)"
"Lysapsus limellum",3.3,"Mancini et al. (2025, Ecography)"
"Dryaderces pearsoni",3.5,"Mancini et al. (2025, Ecography)"
"Phasmahyla cochranae",3.9,"Mancini et al. (2025, Ecography)"
"Phasmahyla exilis",3.7,"Mancini et al. (2025, Ecography)"
"Phasmahyla guttata",3.9,"Mancini et al. (2025, Ecography)"
"Phasmahyla jandaia",3.7,"Mancini et al. (2025, Ecography)"
"Trachycephalus imitatrix",4.2,"Mancini et al. (2025, Ecography)"
"Trachycephalus lepidus",4.3,"Mancini et al. (2025, Ecography)"
"Trachycephalus mesophaeus",4.1,"Mancini et al. (2025, Ecography)"
"Phrynomedusa appendiculata",3.8,"Mancini et al. (2025, Ecography)"
"Phyllodytes acuminatus",3.1,"Mancini et al. (2025, Ecography)"
"Phyllodytes brevirostris",3.1,"Mancini et al. (2025, Ecography)"
"Phyllodytes edelmoi",3.2,"Mancini et al. (2025, Ecography)"
"Phyllodytes gyrinaethes",3.3,"Mancini et al. (2025, Ecography)"
